Tweet,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,num_labels
apaan kamu sarap tiba menyela ketawa sendiri obat kamu habis,1,0,0,0,1,0,2
gebuk komunis partai komunis indonesia selamatkan negara kesatuan republik indonesia jangan kasih kendor jangan sampai pembantaian ulama dan kiai nu terulang,0,1,0,1,0,0,2
baru islam nusantara menetes dari telur kodok sejak sih said agil jadi kolektor cebong bang dan dia cuma hidup dari sari comberan yang hasil buangan makanya dia selalu koar tentang islam nusantara xf x f x x xf x f x x,0,1,1,0,0,0,2
Gila cewek freak sinting,1,0,0,0,1,0,2
kamu cacat pipi itu kecacatan sekian x f x x c,1,0,0,0,1,0,2
ganyang partai komunis indonesia mari kita dukung,0,1,0,1,0,0,2
wooyyy anjing ibumu pelacur ya pantas saja kelakuan kamu dasar bejat haram anak wkwk di,0,1,0,0,0,1,2
dari swasta katolik dan iya aku tk sampai sama di swasta katolik ketemu teman yang itu saja selama tahun belakangan pikir ya sudahlah toh tahun lagi keluar dari situ,0,0,0,0,0,0,0
me every night naaaaa anjing gue malu bangsat mau hilang saja aaaaaaaaa apaan sih gue jijik banget aaaaaaaaa ini apaan sih gue dulu enggak danta aaaaaaaaaaa mau hilang saja aaaaaaaaaaaaaaa,0,0,0,0,0,0,0
bapak culun,1,0,0,0,0,0,1
ganyang partai komunis indonesia sampai ke akar akarnya uniform resource locator,0,1,0,1,0,0,2
bencong bencong,1,0,0,0,0,1,2
ini salahnya nainggolan kafir di ajak menonton film kafir terus di panggil jadi bang dan lai belgia keok,1,0,1,0,0,0,2
indonesia tanah,0,1,0,0,0,1,2
selamat siang rute jakarta kota pondok cina tersedia pukul waktu indonesia bagian barat tks,0,0,0,0,0,0,0
datang komunis anti islam,1,0,1,1,0,0,3
umar bin khattab itu muslim sejati pembela no rasulullah dan islam khalifah teladan terdepan pengorbanannya mencintai rakyatnya fasih dan hafal al alquran sangat sederhana jujur tegas berwibawa dan seterusnya nah itu siapa enaknya disama kan,0,0,0,0,0,0,0
eh banci teriak kafir kafir kamu saja masih suka coli kemana muncrat mana teriak itu mulu berisik cong mulut dasar banci yahhhh,1,0,1,0,0,1,3
enggak apa apa jaga jaga siapa tahu muncul partai komunis indonesia perjuangan alias partai komunis indonesia plus,0,1,0,1,0,0,2
demikianlah allah membiarkan sesat orang kafir qs,0,0,0,0,0,0,0
terima kasih atas informasinya agar saya lebih jelas mohon mas jean ivan berkenan kirimkan akun banci dimaksud ke direct message saya maklum saya gadget er gagap terima kasih,0,0,0,0,0,0,0
dan stop tutup iklan meikarta sebab meikarta adalah proyek bodong pribumi sampah jongos segeralah cina bertobat,0,1,0,1,0,0,2
terus masalahnya apa jika berbicara seperti itu ingat ya gelar penista agama hanya berlaku bagi mereka yang satu frame dengan jokowi di luar itu bebas halal catet,1,0,0,0,0,0,1
siapa saja klien yang sudah pernah kamu tangani aku chat,0,0,0,0,0,0,0
kamu cacat lesung pipi itu sekian xf x x x c,1,0,0,0,1,0,2
desak keluarkan aturan islam dilarang di indonesia dapat salam pak dari,0,1,1,0,0,0,2
pak penyesatan yang dilakukan pengurus besar nahdlatul ulama tampaknya demi kebaikan padahal menyembunyikan jahat islam,0,1,1,0,0,0,2
mbok demo bubarkan dewan perwakilan rakyat pasti sing ikut luwih banyak uniform resource locator,0,1,0,0,0,0,1
lah xl culun buh kamu kamu,0,1,0,0,0,0,1
wah bangkai kapal kok bisa mengganggu ekosistem dan menjadi sampah untuk biota laut ikan ilmu baru ya,0,0,0,0,0,0,0
memek gatal ingin di ngentot pakai kontol keker,0,0,0,0,0,0,0
sepegetahuan gue ya soekarno itu sebagian pernikahan itu untuk politik untuk indonesia juga lagi pula bagi gue tidak aneh seorang presiden hebat kayak beliau disukai banyak cewek,0,0,0,0,0,0,0
salahnya dia mukanya jelek mulutnya tinggal selamat otaknya kotor apalagi didikan partai munafik dakwah mengakui kelakuan bejat,0,1,1,0,1,0,3
gb betul harga yahudi dia bagi memang pangkah terus kedai itu,1,0,1,0,0,0,2
kejamnya jejak digital politikus tentang narkoba uniform resource locator,1,0,0,0,0,0,1
rasulullah bilang xe x x ctiap bayi terlahir suci dan orang tuanya yang menentukan dia jadi yahudi nasrani atau majusi xe x x di,0,0,0,0,0,0,0
ahok memang keras verbalnya pelampiasan dan pelarian karena lunak kelelakiannya,1,0,0,0,0,1,2
cacat kamu,1,0,0,0,1,0,2
ya minimal tidak ada kata kontol dari perang mereka,0,0,0,0,0,0,0
bandara internasional kertajati saya harapkan bisa diuji coba pada bulan mei bandara ini bisa menampung sekitar juta penumpang tahap i terbesar kedua setelah soekarno hatta semoga bandara ini secara konkret bisa menggerakkan perekonomian di si,0,0,0,0,0,0,0
awaasss jangan beritanya sampai ke saudara gerung nanti susah mencari kosakatanya kalau bocor saja memicing mata bibir monyong kesamping suara keluar ky lagi nhn kentut politik kotor sekali zaman ini kalau tahu brt ini pulang sambil ky nhn ngeden dungu xf x f x x,1,0,0,0,1,0,2
sampai sekarang aku tak jumpa lagi maklumat pasal bangsa yang ada parut kat muka dia perempuan cam kesan torehan pisau sama ada itu budaya untuk kecantikan atau ritual agama mazhab mereka padahal mereka islam,0,0,0,0,0,0,0
di suriah sekolah radikal dan rakit bom pulang ke indonesia jadi tempat pukul ya di amankan,0,0,0,0,0,0,0
gubernur indonesia sangat membanggakan sangat wibawa sebagai pemimpin,0,0,0,0,0,0,0
semua ulama kiai ustaz mengaji guru imam khatib dan fan i itu adalah bangsat tukang tipu,0,1,1,0,0,0,2
Kaleng banci,1,0,0,0,0,1,2
dulu mercun kecil xc xb lagi bunyi tak kuat sangat hai sekarang macam xc xb adek bunyi sudah sama macam bom,0,0,0,0,0,0,0
ganyang partai komunis indonesia darurat partai komunis indonesia,0,1,0,1,0,0,2
sikap diktator dengan penjilat duit partai cina tankap uniform resource locator,0,1,0,1,0,0,2
teroris buddha yang membunuh muslim rohingya kedutaan besar myanmar,0,1,1,1,0,0,3
ya sudah tau kamu dungu mak kamu p r k gerwani bapak kamu kuda prabowo ngeeooahahahaaaaaaa xf x f xa xa xf x f xa xa xf x f xa xa xf x f x xa xf x f x xa,0,1,0,0,0,1,2
haram kafir jadi monyet pemimpin,0,1,1,0,0,0,2
bolot idiot berisik lawak kocak penyemangat tetapi wkwk,0,0,0,0,0,0,0
kamu yang sarap xf f x xa x,1,0,0,0,1,0,2
di perutnya onta,0,0,0,0,0,0,0
Diktaktor rezim ekonomi hanya untuk cina di sumpah setia undang undang dasar penghianat jokowi turunkan,1,0,0,1,0,0,2
matanya picek,1,0,0,0,1,0,2
alay tai kayak bocah sekolah dasar wkwk,1,0,0,0,0,0,1
pasti kafir bong bahlul xf x x f x xf x f x x,0,1,1,0,0,0,2
tapi gue penasaran sebenarnya itu benar tidak sih haha apa mencari kambing hitam asing saja rusia juga misterius saja diam tidak menanggapi apa ya tetapi kalau secepatnya bisa bikin hancur tidak mereka apa apa asal jangan drag us all juga haha pemerintah,0,1,0,1,0,0,2
kom menteri hukum dan hak asasi manusia mengenai md memang benar hak imunitas itu ada pernah ada perdebatan undang undang pilihan kepala daerah sudah ketok palu namun pendekatannya presiden sudah mengeluarkan peraturan pemerintah pengganti undang undang namun md ini presiden tidak mengeluarkan peraturan pemerintah pengganti undang undang tetapi tidak mau tanda tangan saya kira,0,0,0,0,0,0,0
front pembela islam pendukung ahok kalah jumlah dengan izin allah gusur gubernur koruptor dan agama uniform resource locator,0,1,1,0,0,0,2
hai kampret goblok idiot bin bodoh kamu baca ini pekok dipelihara peet kampret masih msu tanya lagi sehat kapan turki dan israel punya hubungan diplomatik uniform resource locator,1,0,0,0,1,0,2
saat ar sehat saja jadi calon presiden dia dipukul oleh susilo bambang yudhoyono apalagi jelang pikun atau malah sudah pikun,1,0,0,0,0,0,1
indahnya cocot keadilan partai sejahtera kalau berbicara ketua umum kayak saja bencong gaya bicaranya aduh sadizzz,1,0,0,0,0,1,2
final lawan bani taplak akan disaksikan pak menonton tidak nih bareng dan,0,0,0,0,0,0,0
bolehkah rindu pada yang kamu sebut bajingan sekalipun,0,0,0,0,0,0,0
ahok tidak mau bebas bersyarat karena hidup di markas komando lebih nyaman kenapa ini rejim kacung itulah sifat penghianat,0,1,0,1,0,0,2
ngewe kan ngewe panggilan kesayangan aku,0,0,0,0,0,0,0
cuihhhhhhh najis,0,1,0,0,0,0,1
spirit matamu itu bibir kalau kayak tipis silit memang bacot saja yang jadi jualan kerja becus tidak daerah khusus ibukota dibuat amburadul keparat,1,0,0,0,1,0,2
itu yang menuduh tidak konsisten amat sih satu hari menuduh gus liberal hari lain komunis xf x f x x,0,0,0,0,0,0,0
lebih banyak orang buta karena harta atau buta karena cinta,0,0,0,0,0,0,0
kata para partai komunis indonesia biadab agama itu candu masyarakat xf x f x xaa tapi kalau agama itu digunakan untuk melawan feodalisme amp kapitalisme baru agama itu benar hai bajingan begitu rendahkah kalian menganggap orang beragama ingin menjadikan kami,0,1,1,1,0,0,3
sebelum tiba tentara saudi di suriah isis banci lari ke libya uniform resource locator uniform resource locator,0,1,1,0,0,1,3
gue saja tak tau bom yang mana mukanya haha,0,0,0,0,0,0,0
di buku jokowi undercover itu juga jelaskan susilo bambang yudhoyono jokowi di pemilihan presiden karena ada rahasia kotor korupsi yang dipegang cukong cina,1,0,0,1,0,0,2
pantas idiot makanannya upil uniform resource locator,0,0,0,0,0,0,0
lihat penumpangnya dipenuhi tenaga kerja asing cina yang tidak bahas indonesia dan inggris cc uniform resource,0,1,0,1,0,0,2
km tidak up date berita jokowi saat ini tidak bisa meneruskan beberapa proyek alias mangkrak usia pemerintahan masih seumur jaga,0,0,0,0,0,0,0
berapa sayang ngentot sama kamu,0,0,0,0,0,0,0
bentar kamu lagi ulang tahun ya unn aku kirimkan rombongan topeng monyet ya buat merayakan,0,0,0,0,0,0,0
antek komunis ini sebut film tidak si partai komunis indonesia isinya bohong uniform resource locator,0,1,0,1,0,0,2
cina bagi ri negara masa tanah depannya dikuasai siap usir pribumi dengan dewa perang,0,1,0,1,0,0,2
wkwk masa burung kenari mau dipakai buat dokumentasi burung hantu harusnya atau burung onta,0,0,0,0,0,0,0
aku benci betul kalau racun xe x x cada tekannnn kaaaaaa x x di haha fuck,1,0,1,0,0,0,2
gue ingin dengar itu bocah yang banyak berkhayal mimpi basah komentari ulah anak orang kayak itu ayo bocah itu kita,1,0,0,0,0,1,2
kalau busuk mawati islam beragama maka takut dia dengan dirinya sendiri gejala gila nih nenek,1,0,0,0,1,0,2
duhhh banci media sosial muridnya kali di bui ini ya rumpi banget kayak junjungannya jelas jelas itu kamu cong jadi bencong mbok ya beradab sedikit jangan kayak residivis begitu mentang punya guru mantan kali di b,1,0,0,0,0,1,2
kamu kalau mau jadi jablay pro belajar dulu enggak jangan langsung pap tete pap tete dong,1,0,0,0,0,0,1
dulu dolar koar koar meminta rezim lengser sekarang sudah mau tembus malah makin jadi penjilat penguasa kasihan rakyat selalu jadi korban propaganda politikus busuk,1,0,0,0,0,0,1
fiksi fakta realita fiktif apapun istilah narasi indonesia tetap saja bahwa kebenaran alquran itu lebih benar daripada kebenaran itu telah ditantang oleh allah untuk menirunya walau surat tak mampu membuat walau ajak semua ahli maka beriman,0,0,0,0,0,0,0
batalkan pelantikan anies gue lebih rela jakarta dipimpin plt gubernur daripada gubernur hasil pemilihan kepala daerah berlumur sara,1,0,0,0,0,0,1
orang cina jadi saja bermasalah di indonesia tidak usah berbicara orang padang jadi presiden singapura,1,0,0,1,0,0,2
nama rizieq shihab status tersangka kasus konten pornografi diduga mendukung anies sandi,1,0,0,0,0,1,2
yaelah namanya juga orang sakit mental yang otaknya sudah pindah ke silit wajar saja kalau denial,0,0,0,0,0,0,0
oktober hari kesaktian pancasila tapi pancasila sekarang diversikan ke arah komunis rezim diktator yang anti islam,0,1,1,1,0,0,3
ulama dari timur tengah yang haus dengan kata kopar kafir bi ah,1,0,1,0,0,0,2
grafiknya di posisi papa meminta saham dan bubarkan komisi pemberantasan korupsi uniform resource locator,0,1,0,0,0,0,1
when tumblr tiktok telegram are blokir by the government dan dan yang salah orangnya yang di blokir aplikasinya menteri komunikasi dan informasi goblok dan when a zionis kills one palestinian dan dan dasar yahudi amp boikot israel jangan beli produk kafir dan,0,1,1,1,0,0,3
partai aceh target kursi parlemen hingga memenangkan pilihan kepala daerah,0,0,0,0,0,0,0
kalau partai komunis indonesia bunuh orang islam itu karena mereka anti agama tapi kalau orang islam bantai partai komunis indonesia itu karena jihad membela diri partai komunis indonesia yang memulai,0,1,0,1,0,0,2
hanya kaum onta amp para orang tolol yang masih mencintai orde babi,0,1,0,0,0,0,1
lebih baik mendengar suara bom guntur geledek petir atau gunung meletus daripada mendengar suara tangismu yang buat aku tak bisa berbuat apa apa dan sodomi,0,0,0,0,0,0,0
bangsat salah gila,0,0,0,0,0,0,0
sepertinya gerombolan rindu kerusuhan hati dikabul tuhan iklan ahok jahat,0,1,0,0,0,0,1
yang dua ini cocok diejek sontoloyo xf x f x x xf x f x x memang bom kampung tidak bisa kasih mati orang,1,0,0,0,0,0,1
subhanallah sekolah di sekolah kristen namun iman dan kepercayaan terhadap allah dan agama islam semakin besar,0,0,0,0,0,0,0
jualan kaos tidak laku kembali ke isu partai komunis indonesia duh bagaimana bisa maju,0,0,0,0,0,0,0
pertanyaan saya adakah syariat islam yang mengajarkan bom bunuh diri dimanapun itu,0,0,0,0,0,0,0
saya setuju di maafkan tapi menista agama kitab suci adalah wahyu allah tidak ada tafsiran apapun dia sudah menyakiti hati semua pemeluk agama biar allah yang member i ganjaran yang sesuai,0,0,0,0,0,0,0
jika kasus yang menjerat umat islam polisi cepat berlaku giliran sih penista al alquran sepertinya lambat penjarakan banget penjarakan ahok,0,1,1,0,0,0,2
usir buddha indonesia yang notabene cina,0,1,1,1,0,0,3
Dengan bagaimana etnis cina yang ada di indonesia imigran juga gelap kan,0,1,0,1,0,0,2
pasti hubungannya ada sama partai dari komunis cina ini rezim antek antek asing,0,1,0,1,0,0,2
calon wakil presiden jokowi siapa saja saya setuju asal bukan para bani kampret sebelah itu,0,1,0,0,0,0,1
suruh pakai mata uang cina suruh produk pakai produk kw cina suruh belajar bahasa cina suruh jadi pembantunya cina kami pribumi ini negara dan tumpah darah kami pribumi woiiii kamu apa apa kamu memimpikan kamu ganti presiden tidak,1,0,0,1,0,0,2
dan jalan tersebut adalah akses menuju yang velodrome dipakai untuk asean hehe games kebijakan gubernur yang sungguh keberpihakan titit kuda,1,0,0,0,0,1,2
selain agama islam hidup enak di sini cina hidup bergelimang uniform harta resource locator,0,1,1,1,0,0,3
biasakan mencari sumber berita yang jelas ini saya bantu kasih link website resmi yang membangun bandaranya perencanaan memang sudah lama tapi groundbreaking dimulai oleh jokowi,0,0,0,0,0,0,0
antek komunis biadab jongos cina,1,0,0,1,0,0,2
retweet gadis medan kulum mengemut kontol enak punya pacar dan dan horny memek colok memek colok memek jembut memek becek dan xe x xa,0,0,0,0,0,0,0
kita bukan takut kita cuma mau partai komunis indonesia kalau embrio iblisnya berkembang biak,0,1,0,1,0,0,2
lengserkan jokowi buktikanlah bahwa kalian cinta jamban wkwk,1,0,0,0,0,0,1
dianggap pro ekonomi rakyat tuan guru bajang didorong ikut pemilihan presiden,0,0,0,0,0,0,0
ingin berbicara bangkai,0,0,0,0,0,0,0
kata rakyat kecil makin lama kalian makin tidak jelas,0,1,0,0,0,0,1
franky mau presiden baru bagaimana yang lain,0,0,0,0,0,0,0
presiden jokowi saya optimis indonesia semakin cerah,0,0,0,0,0,0,0
dear dan dan perhatikan saja konsep dan argumen sih ini tidaklah jauhlah dengan konsep dan aidit saat partai komunis indonesia konfrontasi dengan masjumi xf x f x x xf x f x x xf x f x x audrey kahi,0,0,0,0,0,0,0
ciri khas muslim pak mungkin termasuk tidak berargumentasi beraninya bawa malaikat,0,1,1,0,0,0,2
retweet sayang yang mau belajar ngentot sampai pasangan kalian terkencing kencing,0,0,0,0,0,0,0
nih beberapa fitnah kepada jokowi partai komunis indonesia jokowi tionghoa jokowi antek asing jokowi pencitraan semua fitnah itu berhembus entah dari mana alhamdulillah di hadapi dengan sabar,0,0,0,0,0,0,0
berak kamu,1,0,0,0,0,0,1
saatnya cina dari bumi indonesia,0,1,0,1,0,0,2
diktator jokowi jongos organisasi jagal manusia nu mengandalkan kepada kampanyenya kiai semuanya yang tukang tipu,0,1,1,0,0,0,2
ayo jujur kalian lebih suka pemimpin duduk bareng ulama atau pemimpin naik chopper jangan lupa menyalakan tagarnya gantipesinden,1,0,0,0,0,0,1
sarap prabowo,0,1,0,0,1,0,2
pak saya tetap anda menyatakan nabi gadungan agar bangsa ini terselamatkan,0,1,1,0,0,0,2
mas cebong di kolam istana masih pada hidup sudah sekarat atau pada mati intelligence quotient sekolam cebong,1,0,0,0,0,0,1
indonesia heritage masyarakat apa a kecewa yang membudidayakan malah orang asing sampai manajernyapun asing tapi tidak ada orang indonesia yang peduli,0,0,0,0,0,0,0
aksi drummer cilik aisya soraya zahra di hadapan ketua umum dasar pengenaan pajak partai golkar airlangga hartarto menteri perindustrian dan ketua partai golkar provinsi bengkulu rohidin mersyah plt gubernur,0,0,0,0,0,0,0
kredit pemilikan rumah untuk pegawai negeri sipil dan anggota tentara nasional indonesia kepolisian republik indonesia akan potong gaji bulanan,0,0,0,0,0,0,0
haha kafir plonga plongo nih muka banci salon xf f x x xf x x f xa xa xf x f x x xf x f x x uniform resource locator,1,0,1,0,1,1,4
tidak boleh bertemu orang baru dulu awalnya kita adalah orang baru manusia asing tak saling kenal kenapa tidak ada kemungkinan orang baru itu bisa menggantikan posisi kita lebih baik menghindari untuk menjaga hati,0,0,0,0,0,0,0
penjarakan penista agama atau turun,0,1,0,0,0,0,1
terus jualannya di forum konservasi leuser begitu ngamprah haha bani kampret logikanya kacau,0,1,0,0,0,0,1
anggotanya ternyata cina yang manusia kampret semua bagaimana tidak mereka kampret teroris indonesia keji memilih the tidak,0,1,0,1,0,0,2
neng itu bapak yang terhormat tidak pakai mulut kalau mohon maaf dia pakai,1,0,0,0,1,0,2
dari belajarlah timor leste karena pribumi bukan lagi pemilik kedaulatan timor leste cina etnis penghianat perompak ahok,0,1,0,1,0,0,2
ingat siloam cina kita usir andai ku mati anak anak sudah paham filosofi hidup harga diri di atas segalanya bukan di kaki penjajah,0,1,0,1,0,0,2
usir buddha dari indonesia yang notabene mayoritas cina,0,1,1,1,0,0,3
indonesia lenyap punya pujaan tolol ya pengikutnya lebih tolol dan bencong anak nya ikut bencong,0,1,0,0,0,1,2
ih manusia homo dasar,1,0,0,0,0,1,2
